id_cliente,horas_consumo_mensual,gasto_mensual,cantidad_contenidos_vistos,sesiones_semana,porcentaje_finalizacion,tiempo_promedio_sesion_min,cantidad_generos_consumidos,porcentaje_uso_promociones,antiguedad_cliente_meses,edad,dispositivos_registrados,porcentaje_uso_app_movil,cantidad_perfiles_creados,interacciones_mensuales_soporte,distancia_promedio_red_km,plan_streaming,satisfaccion_usuario,reclamos_ultimos_3_meses,dispositivo_principal,plan_streaming_codigo,dispositivo_principal_codigo
1081,37,376,19,1,97,150,14,0.0137843078734437,90,39.0,3,0.75,1,3.0,51.0,Basico,75,0,Smart TV,1,1
1082,46,107,8,0,31,15,3,0.2736864691074403,5,65.0,1,0.43,1,5.0,13.4,Estandar,82,3,Celular,2,2
1083,35,209,65,8,93,146,3,0.2328585650619755,59,36.0,1,0.88,3,1.0,38.4,Premium,89,1,Notebook,3,3
1084,29,268,66,13,92,68,4,0.4211413794392046,45,63.0,5,0.76,4,7.0,57.6,Familiar,96,4,Tablet,4,4
1085,23,154,71,15,77,61,9,0.2387812807584911,53,68.0,2,0.68,1,3.0,22.4,Basico,58,2,Consola,1,5
1086,41,136,62,16,90,113,3,0.2993471090957919,25,20.0,4,0.82,1,1.0,17.0,Estandar,65,0,Smart TV,2,1
1087,41,62,17,4,52,26,2,0.2078566739530002,21,59.0,4,0.78,2,3.0,25.8,Premium,72,3,Celular,3,2
1088,24,110,9,0,29,67,1,0.3106777228513137,7,36.0,1,0.13,3,2.0,20.1,Familiar,79,1,Notebook,4,3
1089,30,473,22,7,88,242,12,0.1796108578881427,71,26.0,4,0.46,1,4.0,18.0,Basico,86,4,Tablet,1,4
1090,47,58,17,4,38,34,4,0.5389046799575699,18,45.0,1,0.94,2,6.0,34.6,Estandar,93,2,Consola,2,5
1091,15,197,70,19,89,125,8,0.2763050987752913,69,37.0,5,0.21,5,3.0,72.7,Premium,55,0,Smart TV,3,1
1092,47,67,19,6,13,5,4,0.7170713726081104,7,62.0,2,0.76,1,1.0,41.1,Familiar,62,3,Celular,4,2
1093,32,537,19,3,83,281,5,0.0050772711320689,67,24.0,5,0.98,1,1.0,15.8,Basico,69,1,Notebook,1,3
1094,49,79,7,4,17,69,1,0.3331832971597697,24,31.0,3,0.15,2,6.0,7.1,Estandar,76,4,Tablet,2,4
1095,52,504,38,8,91,186,7,0.1305492215703749,86,26.0,3,0.71,3,5.0,56.0,Premium,83,2,Consola,3,5
1096,25,63,3,7,33,82,4,0.7134178808637714,11,36.0,3,0.52,1,7.0,31.2,Familiar,90,0,Smart TV,4,1
1097,33,97,5,5,30,18,3,0.3943940366640798,18,64.0,5,0.62,5,2.0,65.9,Basico,97,3,Celular,1,2
1098,24,103,7,0,32,89,3,0.2736661337976251,19,69.0,4,0.18,1,1.0,53.1,Estandar,59,1,Notebook,2,3
1099,18,148,79,22,41,60,9,0.3499045084173005,30,31.0,2,0.14,5,0.0,63.9,Premium,66,4,Tablet,3,4
1100,24,249,22,16,59,64,7,0.2637646608764962,49,55.0,3,0.7,4,4.0,22.5,Familiar,73,2,Consola,4,5
1101,23,172,63,7,91,145,6,0.156045270306581,29,53.0,3,0.84,4,3.0,55.7,Basico,80,0,Smart TV,1,1
1102,47,88,14,6,41,85,2,0.2134815849920704,14,57.0,3,0.8,5,5.0,21.9,Estandar,87,3,Celular,2,2
1103,23,159,21,17,64,162,3,0.1557424296291296,62,34.0,2,0.59,3,7.0,75.2,Premium,94,1,Notebook,3,3
1104,21,55,13,1,32,41,3,0.6935503255470045,21,47.0,3,0.19,1,6.0,51.3,Familiar,56,4,Tablet,4,4
1105,63,266,14,9,75,241,11,0.0213157460257348,61,26.0,2,0.72,1,4.0,26.6,Basico,63,2,Consola,1,5
1106,35,146,76,10,66,99,4,0.3402067441734613,26,50.0,3,0.32,4,2.0,22.3,Estandar,70,0,Smart TV,2,1
1107,27,74,17,1,30,66,2,0.4532216357304124,2,69.0,5,0.92,5,5.0,16.1,Premium,77,3,Celular,3,2
1108,30,556,30,4,88,145,9,0.1674157981406059,50,42.0,5,0.85,1,7.0,55.9,Familiar,84,1,Notebook,4,3
1109,18,232,78,11,79,158,8,0.2904201608796398,66,31.0,2,0.74,1,3.0,18.3,Basico,91,4,Tablet,1,4
1110,38,269,24,5,75,170,6,0.1648055511566338,62,28.0,5,0.95,3,3.0,48.0,Estandar,98,2,Consola,2,5
1111,31,228,62,6,48,85,4,0.1426393012535087,28,52.0,2,0.13,2,6.0,21.9,Premium,60,0,Smart TV,3,1
1112,22,136,20,15,79,101,3,0.1985608132956427,22,58.0,5,0.76,4,0.0,53.3,Familiar,67,3,Celular,4,2
1113,59,351,11,3,74,163,5,0.0273637261837922,49,31.0,5,0.4,4,6.0,65.4,Basico,74,1,Notebook,1,3
1114,41,567,25,8,88,127,9,0.1518071691077699,76,47.0,2,0.92,2,2.0,62.5,Estandar,81,4,Tablet,2,4
1115,33,99,8,0,27,16,3,0.6159051268741549,9,58.0,4,0.34,1,5.0,61.1,Premium,88,2,Consola,3,5
1116,55,296,19,7,86,270,14,0.1135890461105259,97,21.0,5,0.75,3,5.0,15.8,Familiar,95,0,Smart TV,4,1
1117,36,519,24,5,76,256,7,0.1848792390753061,89,21.0,3,0.89,3,1.0,8.0,Basico,57,3,Celular,1,2
1118,41,201,50,24,78,158,4,0.3089738304284676,58,45.0,4,0.14,4,0.0,56.2,Estandar,64,1,Notebook,2,3
1119,46,263,33,3,81,164,6,0.1769996713046562,82,25.0,2,0.46,3,0.0,30.1,Premium,71,4,Tablet,3,4
1120,43,84,12,6,24,8,1,0.596993105048325,13,19.0,4,0.79,2,5.0,35.2,Familiar,78,2,Consola,4,5
1121,47,410,25,2,92,289,6,0.0042538821700774,94,58.0,1,0.51,1,5.0,3.5,Basico,85,0,Smart TV,1,1
1122,42,390,27,3,96,158,8,0.0105367671954457,88,63.0,1,0.34,2,4.0,21.5,Estandar,92,3,Celular,2,2
1123,43,181,72,16,55,115,6,0.4936333876797181,29,39.0,5,0.3,5,7.0,3.7,Premium,99,1,Notebook,3,3
1124,44,272,58,24,44,124,8,0.1013385448171916,64,58.0,5,0.22,4,4.0,70.5,Familiar,61,4,Tablet,4,4
1125,28,239,49,22,43,77,8,0.3356434137883579,67,33.0,3,0.87,3,4.0,20.2,Basico,68,2,Consola,1,5
1126,18,82,14,6,18,19,1,0.4349780843242137,4,46.0,4,0.62,5,0.0,45.0,Estandar,75,0,Smart TV,2,1
1127,41,436,35,5,98,290,10,0.1964661030160163,85,66.0,1,0.17,3,1.0,4.1,Premium,82,3,Celular,3,2
1128,53,260,39,2,94,171,8,0.0463343402766886,59,65.0,5,0.44,1,3.0,53.7,Familiar,89,1,Notebook,4,3
1129,43,182,73,23,84,169,4,0.1187781428591252,45,47.0,4,0.43,1,4.0,26.5,Basico,96,4,Tablet,1,4
1130,20,35,5,4,63,51,3,0.7302715309780554,3,29.0,5,0.26,1,1.0,71.9,Estandar,58,2,Consola,2,5
1131,37,90,10,2,59,86,2,0.7978014654840346,3,52.0,5,0.49,3,6.0,71.2,Premium,65,0,Smart TV,3,1
1132,17,132,75,19,64,132,6,0.3320344831351245,53,28.0,1,0.4,5,2.0,26.7,Familiar,72,3,Celular,4,2
1133,25,224,75,7,67,88,3,0.1177506654132947,53,63.0,1,0.41,1,4.0,72.2,Basico,79,1,Notebook,1,3
1134,26,289,28,19,79,84,7,0.3940850618093811,53,67.0,5,0.77,5,6.0,79.7,Estandar,86,4,Tablet,2,4
1135,53,373,24,6,77,252,14,0.1065205038801524,76,38.0,2,0.3,3,3.0,66.2,Premium,93,2,Consola,3,5
1136,42,295,32,9,52,140,4,0.2980586108055897,51,38.0,5,0.68,5,2.0,67.7,Familiar,55,0,Smart TV,4,1
1137,46,87,3,7,49,44,3,0.7186957281844091,1,22.0,5,0.61,3,2.0,20.7,Basico,62,3,Celular,1,2
1138,23,117,19,7,49,63,3,0.2962400631980433,13,65.0,3,0.61,3,3.0,46.6,Estandar,69,1,Notebook,2,3
1139,42,82,10,3,36,42,4,0.2951630631758442,11,37.0,3,0.7,4,4.0,6.3,Premium,76,4,Tablet,3,4
1140,60,272,19,5,99,158,6,0.1635934048238124,53,54.0,3,0.59,3,0.0,8.5,Familiar,83,2,Consola,4,5
1141,42,261,16,2,82,165,5,0.1119688624617659,79,20.0,2,0.89,3,3.0,79.9,Basico,90,0,Smart TV,1,1
1142,16,207,64,7,87,129,5,0.4044111610008112,29,61.0,2,0.71,2,3.0,26.8,Estandar,97,3,Celular,2,2
1143,49,92,15,5,46,26,4,0.3042520851845401,4,50.0,5,0.59,1,3.0,60.1,Premium,59,1,Notebook,3,3
1144,32,187,46,21,51,81,3,0.3328681840705093,20,26.0,3,0.85,4,2.0,64.7,Familiar,66,4,Tablet,4,4
1145,36,239,78,22,89,73,9,0.4875511421142766,55,26.0,2,0.65,4,7.0,68.8,Basico,73,2,Consola,1,5
1146,41,299,31,11,68,70,3,0.2294440876598165,34,21.0,1,0.36,4,1.0,79.8,Estandar,80,0,Smart TV,2,1
1147,49,80,11,1,32,30,2,0.3641759997689995,29,52.0,5,0.29,2,6.0,20.1,Premium,87,3,Celular,3,2
1148,21,110,3,4,50,43,3,0.6768857292499577,29,34.0,4,0.24,3,0.0,4.2,Familiar,94,1,Notebook,4,3
1149,25,235,51,6,86,137,6,0.3618044857124541,46,51.0,5,0.91,1,4.0,33.5,Basico,56,4,Tablet,1,4
1150,17,200,63,19,55,160,5,0.4858081889080834,38,41.0,4,0.74,5,4.0,11.3,Estandar,63,2,Consola,2,5
1151,34,506,35,6,84,281,7,0.0062268165769022,64,49.0,3,0.94,3,6.0,2.8,Premium,70,0,Smart TV,3,1
1152,38,131,37,19,83,139,5,0.4872773711658887,65,18.0,4,0.64,2,1.0,29.5,Familiar,77,3,Celular,4,2
1153,39,264,48,12,54,86,8,0.3121417574913024,26,25.0,3,0.53,3,3.0,62.9,Basico,84,1,Notebook,1,3
1154,20,93,12,4,33,64,2,0.5699901887124429,14,62.0,1,0.15,3,7.0,45.7,Estandar,91,4,Tablet,2,4
1155,44,402,39,7,86,245,8,0.0860611789798925,77,40.0,4,0.7,2,0.0,25.7,Premium,98,2,Consola,3,5
1156,30,182,41,6,63,131,5,0.4937405629611616,36,64.0,5,0.62,4,4.0,52.7,Familiar,60,0,Smart TV,4,1
1157,25,50,18,5,27,42,4,0.594190314538696,25,57.0,3,0.99,4,6.0,19.3,Basico,67,3,Celular,1,2
1158,62,351,18,8,80,298,12,0.029184414807029,51,29.0,5,0.32,1,5.0,2.1,Estandar,74,1,Notebook,2,3
1159,39,165,51,19,55,113,8,0.1841398319675474,52,29.0,2,0.58,1,7.0,61.4,Premium,81,4,Tablet,3,4
1160,27,69,18,3,42,6,1,0.2527198994869,13,63.0,3,0.69,4,6.0,50.3,Familiar,88,2,Consola,4,5
1161,47,62,13,3,35,26,3,0.2796294524258362,7,64.0,4,0.68,5,7.0,61.2,Basico,95,0,Smart TV,1,1
1162,43,75,18,6,43,48,1,0.7709299846131963,29,32.0,3,0.61,3,4.0,4.1,Estandar,57,3,Celular,2,2
1163,20,35,9,5,18,36,1,0.6254363116705499,8,58.0,5,0.8,5,3.0,67.1,Premium,64,1,Notebook,3,3
1164,25,79,15,2,16,79,4,0.5318008715551752,6,36.0,1,0.28,3,5.0,49.9,Familiar,71,4,Tablet,4,4
1165,40,141,45,7,80,119,4,0.2754428865958154,37,43.0,3,0.75,4,1.0,45.5,Basico,78,2,Consola,1,5
1166,41,336,21,9,82,241,7,0.1951730511638262,75,69.0,4,0.66,1,0.0,50.3,Estandar,85,0,Smart TV,2,1
1167,27,255,48,23,83,141,8,0.3876807113089056,41,46.0,2,0.91,1,1.0,69.3,Premium,92,3,Celular,3,2
1168,19,215,75,13,42,87,4,0.2613045444495327,48,39.0,1,0.86,5,1.0,47.4,Familiar,99,1,Notebook,4,3
1169,36,216,26,16,88,153,7,0.3908676279065232,43,57.0,2,0.38,1,6.0,46.9,Basico,61,4,Tablet,1,4
1170,37,66,4,3,53,24,4,0.2240655148474895,17,38.0,3,0.35,4,7.0,79.3,Estandar,68,2,Consola,2,5
1171,49,65,2,7,45,70,3,0.7404211184067553,6,68.0,5,0.98,5,0.0,60.8,Premium,75,0,Smart TV,3,1
1172,21,289,70,23,93,71,5,0.3491866334253931,59,55.0,5,0.57,3,0.0,35.9,Familiar,82,3,Celular,4,2
1173,38,44,1,2,35,12,4,0.7454195123993848,23,37.0,4,0.92,1,4.0,56.9,Basico,89,1,Notebook,1,3
1174,24,291,33,18,41,178,7,0.4417540373478317,64,46.0,5,0.25,2,4.0,31.7,Estandar,96,4,Tablet,2,4
1175,31,118,2,6,15,21,3,0.3872888340178683,28,68.0,1,0.68,1,0.0,19.1,Premium,58,2,Consola,3,5
1176,16,282,56,9,40,99,6,0.1523494642873399,64,21.0,5,0.83,3,5.0,48.2,Familiar,65,0,Smart TV,4,1
1177,40,76,11,1,12,18,4,0.5118643691336107,10,24.0,4,0.95,5,2.0,74.3,Basico,72,3,Celular,1,2
1178,29,30,5,3,17,47,4,0.6240663301312676,22,45.0,3,0.4,3,4.0,74.4,Estandar,79,1,Notebook,2,3
1179,49,533,34,5,84,284,5,0.1688340897938394,83,45.0,3,0.75,2,2.0,28.0,Premium,86,4,Tablet,3,4
1180,38,275,66,19,45,167,5,0.1447678477590911,69,21.0,5,0.58,4,6.0,42.7,Familiar,93,2,Consola,4,5
1181,28,249,28,9,59,85,7,0.3560011867347655,54,39.0,2,0.15,1,5.0,17.7,Basico,55,0,Smart TV,1,1
1182,20,178,24,5,88,110,8,0.3752831463466382,39,29.0,3,0.72,5,0.0,79.7,Estandar,62,3,Celular,2,2
1183,53,500,20,2,94,169,13,0.1160224459390936,95,62.0,5,0.72,4,5.0,78.5,Premium,69,1,Notebook,3,3
1184,52,543,29,7,99,164,8,0.1409361525473293,81,20.0,4,0.94,3,4.0,52.3,Familiar,76,4,Tablet,4,4
1185,42,238,27,22,60,60,9,0.3690408472900505,51,39.0,5,0.55,5,1.0,64.5,Basico,83,2,Consola,1,5
1186,22,115,15,1,10,59,3,0.766768531684414,10,61.0,3,0.31,4,6.0,57.5,Estandar,90,0,Smart TV,2,1
1187,59,363,27,1,95,255,12,0.1537038729047582,66,19.0,4,0.14,5,0.0,47.9,Premium,97,3,Celular,3,2
1188,25,118,14,3,42,5,3,0.7645252138028391,14,41.0,5,0.47,2,3.0,5.2,Familiar,59,1,Notebook,4,3
1189,22,119,2,1,15,67,1,0.7198632005165873,25,51.0,1,0.37,2,6.0,36.9,Basico,66,4,Tablet,1,4
1190,30,132,28,17,70,164,5,0.4514062245205391,57,44.0,4,0.78,1,7.0,54.3,Estandar,73,2,Consola,2,5
1191,28,251,57,23,45,157,4,0.451156463616531,42,58.0,1,0.42,1,2.0,54.5,Premium,80,0,Smart TV,3,1
1192,48,580,10,8,99,173,11,0.0011517320996243,54,18.0,2,0.95,2,5.0,30.5,Familiar,87,3,Celular,4,2
1193,30,325,35,7,84,268,7,0.0777116202540691,64,25.0,4,0.97,5,0.0,75.4,Basico,94,1,Notebook,1,3
1194,50,78,17,2,53,15,3,0.3010666310856318,14,40.0,1,0.66,2,6.0,14.2,Estandar,56,4,Tablet,2,4
1195,24,293,28,7,60,85,4,0.2916727510518924,48,55.0,3,0.94,1,5.0,40.5,Premium,63,2,Consola,3,5
1196,40,272,31,9,73,107,7,0.1984278635191993,55,23.0,3,0.78,2,0.0,55.6,Familiar,70,0,Smart TV,4,1
1197,32,72,16,6,15,50,2,0.6292945442595648,11,39.0,2,0.59,2,4.0,56.1,Basico,77,3,Celular,1,2
1198,50,356,32,5,97,262,13,0.1309386162862696,90,42.0,4,0.26,5,6.0,52.2,Estandar,84,1,Notebook,2,3
1199,44,573,30,6,88,153,8,0.0513553135441015,91,35.0,4,0.51,4,4.0,22.7,Premium,91,4,Tablet,3,4
1200,56,406,24,3,77,263,14,0.1220667566621836,57,34.0,4,0.6,1,6.0,13.3,Familiar,98,2,Consola,4,5
1201,19,78,13,3,35,79,3,0.6086707123789897,10,29.0,2,0.88,5,4.0,51.2,Basico,60,0,Smart TV,1,1
1202,21,260,50,11,88,101,7,0.2026251134805455,55,23.0,4,0.53,2,7.0,48.3,Estandar,67,3,Celular,2,2
1203,34,237,26,5,83,179,7,0.3532605502376089,32,43.0,3,0.91,2,5.0,15.2,Premium,74,1,Notebook,3,3
1204,51,367,30,6,97,256,14,0.0424089679816453,49,44.0,1,0.71,4,3.0,56.7,Familiar,81,4,Tablet,4,4
1205,41,71,8,7,25,53,2,0.3533869986855634,4,25.0,3,0.22,1,6.0,37.0,Basico,88,2,Consola,1,5
1206,32,271,38,8,78,133,3,0.1382141255338672,55,36.0,3,1.0,1,7.0,53.8,Estandar,95,0,Smart TV,2,1
1207,24,188,66,21,74,167,4,0.2891567862532729,40,59.0,1,0.57,3,6.0,67.2,Premium,57,3,Celular,3,2
